50,25363,1.440068966
20,17812,1.087421981
30,18180,1.603434494
10,20856,2.721069273
20,16812,1.933924315
20,15858,3.603132088
30,21016,2.26582991
10,23072,3.422353829
30,22985,2.477035276
50,6396,1.074443485
20,16652,2.902136396
30,13960,3.03327161
10,17435,2.299649525
40,15137,4.110955954
30,23094,2.67416245
50,10034,1.633743212
20,4359,2.894974249
50,10613,3.129842665
50,1243,1.058218154
30,15030,1.884853346
50,10082,2.472347784
40,5628,2.386267684
10,18779,2.63495458
20,24199,2.712828601
20,15531,5.468791215
30,25344,3.365805517
10,22667,5.019403408
50,3489,5.953135537
40,12499,4.965702795
10,15735,3.810445054
50,1707,4.578203936
50,15060,3.945793367
20,23156,4.568745369
10,4415,5.22623304
20,7458,2.780824274
10,6471,4.074686967
10,16237,4.322734764
10,19434,1.207552207
50,11097,4.962025597
10,16711,4.222437424
20,21933,3.880015662
10,3736,1.230286966
40,8817,1.333064242
20,2856,5.656554988
30,8527,5.355660387
50,14076,4.972251164
20,21935,3.823282212
20,16992,3.173827218
10,10326,4.532491778
30,23817,4.146320114
40,7734,5.945368124
30,11255,1.164900344
50,1350,1.410558194
30,18356,2.521148451
10,21440,5.292400064
20,11225,5.799650202
10,15667,2.493898035
10,787,4.102670051
10,15001,2.458232675
40,5561,4.794778002
40,10815,2.590461332
30,1853,4.506162664
60,10346,4.717808594
40,15070,5.850184836
10,16433,1.897744078
20,10801,1.029750676
10,21465,3.106585675
10,8401,5.902248709
10,8787,5.214254542
40,20892,4.312981686
30,14146,1.260921987
30,24223,1.133572181
40,9837,2.22433859
10,3979,2.289399693
60,11646,1.430130037
30,19739,2.258541347
30,17491,3.062875687
10,16568,5.159061251
60,841,3.044230555
30,9370,3.36571631
50,13218,3.271394327
30,5628,1.323655478
20,10240,4.426444033
40,3214,5.295570212
10,13206,2.402288222
40,7813,2.904190488
10,23841,5.057373643
40,10214,1.20066987
20,13214,2.847065692
30,10095,1.94481684
50,24640,1.953207914
50,11115,3.406179475
30,6228,2.559056839
40,4042,4.212917366
20,3087,3.152049857
30,4932,5.456156148
30,23563,1.042023137
40,15620,2.870335523
20,647,1.223544132
50,25435,3.377707554
30,2116,2.900305141
30,240,2.659546987
50,25671,1.135893775
40,6192,4.95207969
10,18676,3.596892123
50,21631,1.959274451
50,1988,4.081536546
30,21450,4.126671971
20,9148,4.614614003
10,7893,5.593868582
50,19079,4.64406255
40,12585,1.146644497
50,18242,1.892372173
40,6037,1.577581174
20,1176,5.371627026
50,19336,5.434743077
20,437,4.106940055
20,10717,4.369392938
50,13139,3.804491256
20,12987,1.180823806
30,2242,5.525670673
40,24797,3.723344054
20,3549,4.814419521
30,15562,2.461524641
50,10517,4.90348938
40,8274,5.314293487
60,2995,1.240505959
20,6616,4.006535245
50,12410,1.382636301
50,4080,2.363608203
10,8030,5.102682089
10,16291,1.130043279
40,1294,5.664683621
60,841,5.368903995
30,5287,4.448747674
10,2231,5.016723614
10,13553,2.928625238
30,4930,1.984215027
50,18095,1.882708364
40,23480,4.278118482
10,10690,5.513957266
10,12325,4.040029513
30,5673,4.502728567
20,6275,5.050134649
30,22157,5.761902717
30,25937,1.808813024
50,5345,2.254239816
50,21901,3.713992874
50,4937,2.560826975
30,15272,5.430263335
50,23783,5.250175603
30,24906,2.380414427
10,11960,5.967067662
30,11108,1.00292542
40,11556,2.486379653
50,16200,1.903412673
30,19816,4.205579216
20,9631,3.856755642
40,4177,2.286519001
50,18687,4.853712375
30,6512,3.130539322
20,12009,3.48144584
30,3737,4.955349484
30,17478,1.270503393
40,1565,1.871442651
20,20567,4.134961265
50,4238,5.972139267
20,14642,3.863340825
40,23462,1.804488238
20,11055,1.247205869
30,1181,1.896868133
40,13602,1.430993229
30,3045,5.186809955
50,1640,5.575111746
60,15556,2.0622028
40,25920,1.990233469
30,3157,5.96211109
50,5796,1.190542343
50,18636,3.506383046
50,1025,4.195568297
20,10978,1.018105047
10,10856,2.670802395
50,11664,3.563247791
30,24040,1.116163845
10,6512,5.930657418
30,8992,3.691415538
10,24562,1.585309556
20,23086,1.215326137
50,8952,5.519713003
50,24638,3.62378406
40,15029,2.760871945
40,21948,5.28281428
10,15098,5.949276971
20,25965,3.794511464
30,13071,3.576209372
40,20528,4.824472081
10,12103,4.417859815
50,18638,1.170792644
40,6337,5.052909935
30,6031,5.899096088
10,16045,4.870905551
50,17271,4.383103805
40,11847,5.331291268
30,6694,2.819787488
50,13423,1.264070696
20,11821,3.301535436
20,12307,2.02065868
20,5058,4.57996902
30,11591,4.33330215
30,5649,2.351179299
40,20029,2.240009969
50,9840,5.926030547
50,17908,5.359775578
10,25358,5.814809413
40,23118,3.09351025
50,1054,5.38168766
40,6043,1.526207144
20,15324,1.181870411
30,15683,5.557435849
30,21146,1.881289325
30,16455,3.70214898
40,12218,3.547135746
40,6258,2.163643251
50,8507,3.059599167
10,25376,2.978411454
50,24278,3.474590182
50,10325,2.617248616
10,11363,1.574296689
50,1795,2.46485836
40,9325,2.731205073
50,23472,5.207051575
30,6679,2.889495227
30,3716,1.857831221
10,23158,3.364481369
50,15420,1.228271743
40,16232,4.538957639
50,4541,1.134411566
40,39,1.589404459
10,17896,5.922007364
40,18619,4.028818091
30,15212,5.630507307
30,14140,4.641456636
10,20319,3.820022795
10,23524,3.902423635
50,10447,4.172425036
50,8640,5.268360141
40,14270,4.198177251
50,3065,2.580202264
30,14335,3.533916999
10,24756,2.383163409
40,15143,1.349301841
40,16840,1.770636013
40,24421,5.072670662
30,20064,3.365234832
10,10822,3.117139737
40,23096,4.589271233
30,3111,5.824380184
20,17408,2.301869215
40,16528,3.085801063
30,13777,3.939003848
40,25567,5.639352523
10,14374,1.722173605
50,4028,3.051168549
40,3438,5.939108409
10,9483,3.089621668
40,25557,2.247107164
50,19299,4.729905911
50,21332,2.86306434
30,6627,4.271357904
40,25665,4.361635556
50,9714,3.446872209
30,876,1.811911085
20,1436,3.821006265
50,2517,3.640536345
50,8042,4.296743402
10,21927,2.530528158
30,24035,2.960701327
20,15306,2.800832186
50,10584,4.056015711
10,11375,5.070167262
30,14662,4.533838938
10,22247,4.198146085
10,4183,1.627879092
10,11243,5.253479201
50,3419,3.592281626
60,11529,4.462966124
50,6853,5.800242787
40,667,5.130023804
50,12013,1.858902251
30,19761,4.508204735
30,12479,5.891016873
20,14253,1.107191823
20,21796,1.823715031
50,23231,4.439359282
40,4776,3.532661603
40,24195,4.880056481
30,10015,1.846131385
40,20553,1.836430833
10,12680,1.634858644
20,18730,3.58592226
30,16351,3.184139266
30,4088,2.694959949
40,13073,4.7188418
50,15963,2.79051795
40,6206,2.453948172
30,23620,1.273247221
50,4036,2.533904453
60,12712,5.122570347
20,5538,2.299737711
20,9365,5.478956751
10,14606,1.387833567
20,19032,4.47649535
40,11702,2.339581597
20,22973,4.109815757
10,12247,2.559358324
30,901,2.840581874
10,280,5.943220243
40,2567,4.281848958
30,22768,5.381900926
20,15215,2.011043095
50,17448,5.182335958
40,5630,5.298008084
50,17770,2.349029167
20,5077,2.22376559
40,12257,2.411732617
20,1911,3.645149094
20,2636,1.699311076
50,9846,5.950689406
40,10080,3.814216814
50,21823,3.758024386
40,4062,4.667904961
10,9767,4.141210732
50,17328,1.284101124
40,19554,2.810930109
40,4688,1.209673444
40,6052,1.668219663
20,13740,2.404446469
30,20694,5.271588914
60,3903,1.76515746
40,14618,1.361158947
10,13456,4.675015749
10,13493,1.298144973
50,12647,3.054759326
50,22785,3.672543719
20,22749,3.941025075
10,203,4.819264686
10,25144,3.540755324
40,15455,5.297134531
10,20276,2.756409758
10,1893,2.029202303
60,16980,4.180012074
40,4608,2.531035734
50,23279,3.45583743
50,24163,3.980355766
30,5633,4.28476739
50,3914,5.703317081
10,16262,2.312974446
50,16371,1.347972615
50,609,2.149289252
40,21481,3.851853793
10,8896,1.398616689
10,5527,2.799700256
20,3377,2.889636667
40,22771,1.151453245
20,4282,5.106057985
40,11916,1.757485687
20,8471,2.274496477
40,25939,1.100623206
40,6025,3.914906182
10,25610,1.682435832
40,19434,5.144271805
10,19059,1.550468849
10,7893,4.700969517
10,25919,1.743323278
40,20918,4.775416359
20,4109,1.304566533
50,25934,4.341440211
10,10784,4.989105585
20,2753,2.326434146
20,14921,4.233595199
50,22693,3.572188562
50,5409,1.644697031
40,10058,4.458340834
10,25447,3.666353803
50,21956,4.162392798
40,17129,3.222807421
30,7167,1.007038398
50,13127,1.94538761
40,4435,4.462845148
30,5778,1.117198615
40,4103,5.443792392
40,10068,3.252124597
30,1839,3.160505121
30,21669,1.692384741
20,25743,4.505383833
60,15806,5.569002484
40,20642,3.675063958
20,13591,3.299963421
50,17184,4.391712939
50,5441,1.493672634
10,17417,1.087833544
20,7083,3.471684558
30,10828,5.167914694
40,23089,3.300585411
10,10378,3.777326319
10,7568,4.699929816
30,3929,2.899217624
50,8105,2.664948656
40,19348,3.734476449
10,4823,2.932788987
30,9997,5.876036724
20,20862,3.996006633
40,20497,4.285536956
30,22876,3.286714259
10,9625,5.719632767
20,18070,4.305122668
10,20142,3.480968292
50,25402,5.578270863
30,5569,5.832219853
20,15489,1.584189923
50,18759,1.09498231
40,19964,1.455361856
40,13583,1.972100816
40,7266,5.174978645
60,21963,3.136560973
10,5426,5.316303478
50,1799,5.943791487
20,14831,2.247171586
20,10812,5.181962017
30,16958,2.826032242
40,5619,3.048654721
20,17128,3.147297242
30,2337,2.409047073
20,21349,1.464713891
40,2472,3.277897727
20,17452,3.150971493
40,16682,4.864614539
30,556,2.924731435
30,14870,1.80108463
50,13144,1.164370439
10,17300,4.889949546
10,23033,4.51081667
30,1461,4.473309133
20,25092,3.385281814
20,15058,1.56590217
20,11643,2.300796568
40,22306,5.469598113
40,21144,5.969766851
30,8247,2.681729516
40,9438,3.125826502
30,8695,3.926599859
20,19595,1.008187323
50,7168,5.345939395
10,14455,4.560746723
20,21160,3.370755771
10,6255,4.014585305
50,8271,2.033397812
10,13814,2.310349178
20,13067,5.731456546
10,21377,2.543044975
10,24518,1.796150488
40,11301,2.249758295
30,22568,5.534510522
50,10910,1.078350156
30,816,5.070044556
30,6192,1.820934619
10,9021,4.07853116
30,21894,2.196228834
50,24647,4.605592318
30,12772,4.475823549
20,14133,3.254092214
20,17,1.291515339
30,17052,4.045239728
10,5905,1.367564603
10,9777,3.767576912
20,12319,2.898942109
50,22524,1.312932854
20,9375,4.893978884
20,22038,3.460412704
10,14848,3.23236945
40,8813,4.031842013
40,11103,5.976237977
50,12504,2.343671516
40,23856,1.387652146
30,4423,4.109173213
30,21067,2.563273686
50,10055,2.744259001
20,15037,5.60680687
40,6395,4.77768839
10,20218,4.953734665
30,15670,1.659918062
20,17187,2.929361184
20,24331,4.278480255
30,11904,5.765130073
50,17034,4.146881375
30,4067,1.418674778
40,5365,1.544710683
30,7565,4.333568707
40,9307,5.580946318
40,8164,5.111106557
30,21812,2.947575384
10,24058,4.107552613
40,24662,2.625053595
40,3249,2.901260406
30,6362,2.745529422
40,20180,2.647527619
40,3702,4.650986581
30,1158,2.988529786
10,5122,2.423667418
30,6102,4.505316858
40,4144,2.308481874
30,1540,2.441708047
20,1806,2.267475209
10,8105,4.978942313
10,13242,5.19594166
20,1938,5.629642851
10,7934,5.642206595
50,738,3.272200617
50,3767,2.590934646
40,14357,4.332778917
30,8838,3.452940992
30,9636,2.236750906
20,2185,3.145499988
20,11717,2.002094766
50,11122,1.784589693
10,11317,3.693636951
10,22298,2.546060816
20,2528,1.088918474
10,8977,3.770505795
40,6408,4.275190986
20,9240,5.524201435
20,11413,4.852223574
40,9962,2.815982276
30,24039,4.263808956
30,14799,2.583175618
20,14212,4.829306657
40,11803,4.168765686
20,9720,2.262028732
50,2789,5.704956446
10,24694,5.231020618
20,25567,3.560570826
30,3110,4.968075922
40,17632,4.286373502
10,6011,4.944751432
40,22079,3.021556723
10,8723,3.934738862
50,19475,4.924832952
20,15347,3.902167125
30,20972,3.158722172
40,7606,3.994288248
40,23279,1.726925414
50,21138,3.833893447
50,8189,4.72318089
30,3542,1.839323781
10,25282,5.75227785
20,17166,2.450950574
30,19126,4.139969201
10,18272,4.931461271
50,19038,5.1647891
10,18938,4.133469976
50,10378,4.0718973
20,4338,1.546718135
10,21009,3.256048813
10,24790,4.250466504
20,12886,1.619888787
20,10844,1.956056144
30,3657,3.729621508
30,7410,5.285942211
20,13560,5.279822505
50,22753,1.441269207
40,24892,5.12586847
30,8901,1.681243166
50,20895,5.197567562
40,15519,1.458983786
10,1161,2.660151007
20,9820,5.641206345
10,11044,3.839526764
40,20723,2.054009783
30,14624,5.470001979
50,23991,3.165915118
50,22467,1.384967477
20,18049,1.064251478
40,16619,3.211052012
30,6318,1.512086945
40,25024,1.661038486
40,22409,4.011270132
10,22061,1.973341395
50,1069,5.068969816
20,17069,5.256326513
10,21756,2.501034643
40,22641,4.012892184
10,10384,4.303066467
20,7717,2.697194384
50,10667,3.792508081
10,22437,1.588083532
10,22865,3.700085463
50,22108,5.460084238
50,3291,4.475610365
40,20405,4.571743427
40,17699,1.459740433
10,12919,4.095395775
50,3618,2.956162411
30,4816,1.718302733
40,22493,4.972613325
30,21175,1.757139205
30,18230,3.708884403
10,8409,3.46866603
10,8368,2.841075657
20,2706,1.933156961
20,752,3.78905984
10,1972,5.663858742
30,16179,5.074171314
40,13755,4.912120966
20,13777,4.2389299
20,17072,2.562500706
50,15649,3.360050262
30,6245,4.909440573
60,19197,3.307388211
50,6024,4.42193784
10,11362,3.45449385
10,11726,5.992689436
50,4533,3.051879381
40,18458,4.805840884
50,17904,1.845992613
20,1737,1.275352087
10,3584,1.000183522
30,25679,3.735600822
10,16144,5.487731759
20,19093,2.787437706
20,15816,4.637007926
50,20548,4.68130845
40,3481,1.68790068
50,25367,2.853793294
50,19125,3.710610454
50,3246,5.230029978
20,18266,1.943178509
30,93,3.234001873
40,25742,1.64974531
40,22501,4.303332396
10,13143,5.591375526
10,12552,1.904219528
30,11301,5.140710054
20,12196,1.46758827
40,21009,4.791984944
30,17535,3.368600026
50,13921,4.527686475
10,13638,5.61059443
50,15718,5.259249572
40,19949,4.885343641
20,18235,5.731228304
20,7475,5.925815711
10,19828,3.677730796
30,23161,4.085478057
20,16048,5.745998813
50,24284,2.721268296
40,13160,4.714810934
10,13193,2.850009568
40,9979,1.638662188
30,2518,1.925825393
50,8768,1.474448637
30,3454,1.00080088
20,15211,1.203538156
10,9519,1.979790808
60,20532,4.91524905
20,19351,3.581915632
50,18652,2.703005649
30,14135,1.551958164
50,6885,1.065541223
50,9107,5.852316519
10,17574,2.203365168
50,11705,4.882812054
30,912,4.143786564
40,18709,5.085907182
30,17068,5.691473892
40,11134,4.115019801
20,3823,4.16649288
10,20212,5.771898512
20,16551,3.149626374
10,4879,2.463465454
10,13872,4.404958168
20,15898,1.715231299
30,16725,1.330420659
30,24761,4.55108433
40,8370,4.206234263
50,4038,4.087111368
20,1582,5.185444239
20,756,4.676201573
10,7372,5.992888139
50,688,5.092765319
50,8102,2.169372153
50,8816,2.786983528
20,10663,5.066531002
20,16606,1.824879598
10,19144,3.284989889
40,4688,2.022986535
40,13991,3.486531027
20,20715,5.660436138
30,5450,1.5847365
30,5807,1.104343258
50,21499,5.773071947
50,6018,4.411949271
30,24597,4.166546336
20,11377,4.325477582
50,10164,1.580637069
50,7652,1.843320643
30,7231,2.383056037
30,20678,3.704376841
30,24151,2.47864073
50,8103,5.789269727
20,19774,5.383889994
30,19285,3.263934268
10,22680,4.646985451
30,13377,4.939190384
10,19,2.006190021
10,24421,4.516945392
30,5232,5.677165441
10,24103,1.721109064
10,25198,5.767964398
50,22825,2.815577694
10,6248,2.537930718
10,6906,5.187019044
20,16657,5.620983226
50,18914,1.661419714
20,5692,2.776265229
10,5934,1.576844722
30,1787,3.746716818
10,23068,3.43774997
20,16795,2.776638466
40,10495,4.825001534
30,3564,4.720270171
20,3775,3.255874461
30,14571,4.081594761
30,3688,1.595165605
20,11081,1.03417418
40,21517,1.491229551
30,15560,2.625676557
40,6126,2.700120543
10,4566,2.750803714
50,17660,2.53629822
50,22702,1.854732286
40,19723,3.593358526
30,12781,2.316284186
10,8793,3.007427121
50,4242,4.939304207
20,18500,1.492110034
40,17691,4.795607553
20,2519,1.296033317
10,6553,2.045644711
30,313,2.056765665
30,1477,2.277326088
50,5668,2.853078305
10,6538,1.407792503
20,7360,4.448624
40,7765,1.086368298
10,23361,3.906842993
50,11891,5.560495078
30,6672,1.907908948
30,4805,1.772246549
50,19637,4.764150138
30,22997,1.054157179
20,387,2.576032755
10,1573,3.717678122
20,2502,2.233630629
50,5745,5.733623558
50,24455,5.741983707
10,21211,3.507161706
10,10613,3.019924267
30,12586,3.920014581
20,11248,4.153178276
20,23051,2.609285916
40,4944,4.743761409
40,8182,3.511199897
40,7143,5.57503546
50,15799,3.960058629
40,23637,3.002342444
40,8533,1.806528083
30,21400,3.607480552
30,21812,5.77126496
20,17668,2.004232806
10,1576,1.583084811
40,15411,1.458319282
20,24788,5.982444696
50,7839,3.694853006
40,7221,2.550650569
20,15414,4.301342331
30,4848,4.329794775
10,5707,2.090307293
20,8385,4.051762941
10,9657,1.26859528
30,10943,3.855620345
10,20907,4.215810678
20,20113,3.502075907
50,15898,5.963468081
40,21749,2.701579024
50,9589,4.572300142
30,18602,4.50753818
20,19523,4.079028698
30,3889,5.896256426
20,11586,1.572978205
30,2964,2.19351006
40,22324,1.943797233
20,19025,2.276288679
10,22077,4.829765862
40,4042,4.808066005
50,14657,2.194469391
30,20868,1.94626364
10,15226,3.254525392
40,13761,2.164008337
30,2036,1.480379046
50,12894,4.536674208
30,6757,5.360056305
20,2030,2.7188292
40,11248,2.655952416
30,24998,5.199837815
20,20402,4.70458609
10,20522,3.24571491
20,5572,2.578796107
20,13682,1.405722047
50,20127,3.824472588
40,20571,3.414392247
40,12878,1.567992782
20,22755,1.038579805
30,19626,2.697608945
50,19520,3.24530813
10,24769,2.549027073
10,1955,4.547298906
50,5215,1.257656278
30,17712,5.779456596
50,2574,4.12521512
20,4406,1.031758147
20,7278,5.760923888
10,7325,5.573622977
50,8117,2.02263435
20,21093,5.973049165
40,7949,2.467457078
50,1439,1.358749372
50,16854,4.546177271
10,23879,2.450533306
20,10989,2.579535796
50,4360,4.188543284
30,1302,1.954216028
30,12655,4.211333407
20,9410,3.666083163
10,17983,3.338745549
40,11575,1.46288281
30,22234,4.76392566
30,25554,2.655529943
40,6652,3.387166617
40,3025,3.691927226
20,10253,4.151775638
40,19154,3.211332457
30,11068,5.246601322
50,19529,4.668039356
40,24675,4.785854586
10,19668,4.897623032
10,16019,1.584740159
40,6260,4.169120921
30,8501,4.135024088
40,14820,1.898512222
30,21981,3.264968812
40,8822,5.37619453
40,22251,1.696118914
10,121,2.245316718
20,17152,2.197163474
30,4103,2.84604161
10,22097,3.161055966
50,17503,2.741053335
40,14275,3.032086905
10,19363,2.131662524
10,9683,5.437500098
50,22267,1.161074082
60,22841,2.484642753
30,10475,5.192891247
30,2995,1.794600284
40,23342,1.738757492
50,24612,5.361879707
20,22749,4.768727842
30,3720,2.379575023
40,8402,4.687185821
30,10302,3.755369615
20,10835,2.708414604
30,22961,4.55243321
30,7627,3.939146038
50,16309,2.226519548
30,9052,1.236497961
50,3612,2.802134666
30,22746,2.539685713
20,19169,3.930499579
30,13247,4.964949141
10,19368,1.961030656
20,13330,3.678701012
40,15676,1.641405526
50,6964,3.535523924
30,24936,3.029472404
30,13933,2.138898043
40,24242,5.860558977
20,10480,2.531375969
10,1521,2.733349329
10,11738,4.699273983
50,12463,1.902660924
10,3771,4.976551556
40,19765,1.150066648
30,23949,4.358381871
20,9663,5.085207996
30,4937,4.655728235
50,4072,5.081797016
20,4652,5.440048372
20,15362,1.784929303
50,1798,5.073950938
20,3097,2.037461456
50,14492,2.291250463
40,5918,2.63057611
20,9548,1.724043638
30,11710,1.964098946
10,18116,3.554901494
50,3490,3.325960878
20,9262,5.978409409
50,810,1.397927202
30,25219,5.08917856
40,4207,5.892884365
20,10614,3.924397943
30,3666,3.874580351
50,11917,2.389422567
20,11819,3.007581223
40,24129,3.735244006
20,2217,4.050596449
50,8993,5.827792009
10,17671,4.078437104
40,15179,4.579463841
20,19338,3.686831097
50,18452,5.747133351
10,15446,5.914933883
50,9747,5.847500151
20,2163,3.817418014
40,13567,2.466633827
10,13455,3.439285363
60,15544,4.81803046
40,23503,5.934922278
50,19459,2.689823275
40,8516,3.260311277
20,2502,4.684352617
50,24270,1.216548056
40,6966,3.535381958
40,5528,1.859078018
30,7087,5.450086078
20,16023,3.99188864
30,6958,4.54034674
50,3557,1.990967897
30,685,1.027121252
10,13579,2.16620059
30,20735,2.463106967
50,12380,1.805689252
30,23517,3.500348489
40,24033,5.940668012
40,4600,3.234764511
50,20431,5.054403373
10,18103,5.930412743
30,19873,3.045718114
20,3116,1.93801492
30,8845,5.777223326
50,14468,1.599794063
50,393,1.993614345
40,18469,1.045552927
50,20881,2.46937011
10,22678,3.761690772
40,14798,1.483547789
10,19004,1.173871319
20,23103,1.832615092
50,22037,5.98466073
50,22885,5.80136752
30,2864,2.082141249
10,12988,5.219786093
30,4057,1.2730539
10,8830,2.983998029
30,4364,1.346274257
30,20432,1.076389102
50,5336,3.314308376
50,18314,1.131375677
40,5226,5.384234621
50,19746,2.61822151
20,22267,3.010614085
20,11276,4.825879977
20,4178,3.462024022
50,916,2.317792006
50,14291,1.045209457
40,22950,5.534950892
10,20534,3.364310324
30,16691,4.686531444
30,2839,5.419125147
10,3371,4.643754129
10,18163,4.500219914
40,15922,1.334327856
50,5852,5.874627927
10,921,1.434027806
10,4521,3.419383412
10,3795,1.128495449
40,14741,3.616020706
30,549,5.241349337
30,25672,1.628967514
20,1568,2.406941277
10,21060,4.721051444
10,2417,4.575155932
10,14059,2.508555399
20,2435,4.324432823
50,9764,3.180172591
50,5770,2.469951088
20,25259,5.077738368
50,14005,5.575573933
40,25146,3.186577801
40,19215,2.598520415
30,16269,4.132102963
50,4071,2.789397422
10,11206,1.310253043
10,5818,2.79853576
50,10638,3.052431705
30,19437,1.437436044
10,5179,1.08013714
10,2084,4.808488343
40,1211,1.065092129
50,11435,1.654909833
20,20041,2.651965758
10,15954,4.292208695
40,20923,3.059400013
40,17365,1.497443581
30,10741,2.710005847
50,8477,1.89779977
10,3725,5.169065055
30,9815,4.401080617
10,19811,1.217136715
10,21328,5.477255369
40,17993,1.993670618
10,23938,1.553142482
20,11321,5.842580307
20,24088,3.481193179
10,10195,4.39216349
20,13105,5.941943749
20,2963,4.405197125
30,3140,2.442658044
10,2556,5.609496456
50,2494,1.267337391
10,18175,3.414295088
20,6916,5.252221022
40,13025,2.092355879
40,3053,1.093352263
10,6379,4.352424608
10,2314,2.882288504
30,7245,4.647643916
50,25639,2.546543783
50,23249,2.533032495
20,22860,4.340784325
50,439,5.874979676
50,2648,3.619163374
20,5689,4.627189291
20,12170,5.787941701
30,9524,5.271271963
10,8131,3.240225082
40,9480,5.603121768
50,7288,1.351192911
30,10204,3.621750617
20,17205,2.924100342
10,19752,3.156899365
10,25915,1.38362646
20,18282,4.097222517
10,11388,1.475840078
20,11167,2.214415592
60,1094,3.834366373
10,9957,1.391960261
10,21544,4.434619048
10,514,4.615786277
40,23455,5.636380714
40,21258,1.279720785
30,23888,3.192057793
20,7671,2.205177979
50,22973,5.208092279
30,5926,2.516730615
10,17346,2.722136971
40,2425,5.024158281
50,22722,4.279534121
30,17874,1.703616424
40,23261,3.532828151
10,8763,3.461038345
10,19511,1.883851224
40,20897,1.010301745
10,1454,3.031748635
10,130,5.411656143
20,23103,5.497439671
30,6257,4.108098621
40,23977,1.541513888
30,23065,1.505895533
10,4246,3.468933426
40,18897,2.637710625
40,20616,1.880359609
50,5837,5.707892672
40,25045,3.273960556
40,4603,2.72467851
40,1501,1.449896179
40,17869,1.663330597
10,16979,4.871818313
50,11354,1.559586086
20,3316,5.355501074
50,3626,2.461927343
50,22177,2.666084723
30,8901,4.140402298
40,16727,1.313514908
40,8624,5.942018537
30,25488,5.06723561
30,11119,5.183720673
40,5612,1.012605373
30,9632,2.684648192
10,2777,1.259031199
50,21297,5.2379433
40,6423,5.873385332
30,20679,5.057908325
10,25592,3.657032805
20,24122,1.430468441
10,5616,2.613521529
40,17918,5.36049478
40,23160,3.5918629
30,1932,1.594312281
50,13012,2.67198973
20,1215,1.970663716
50,19949,3.696200624
20,20340,2.849674374
40,14868,5.358956742
40,13216,2.081405429
50,2804,5.4397428
10,8886,5.094489614
40,21053,5.596476484
50,23478,5.385413568
10,25820,1.473855486
20,17310,3.523581933
10,13625,5.447930751
30,7381,3.18083481
40,7230,2.096144469
40,25643,2.493057649
10,1751,4.853896899
50,12088,2.984766298
40,1926,2.30410869
20,10444,3.036743519
30,23719,5.131279549
30,23549,4.44068754
20,2804,5.650315446
20,21885,5.700478055
50,3414,1.18572508
10,17152,2.093688413
30,18577,1.21734012
50,7163,2.648594321
40,16420,2.689133288
30,24153,1.8443056
30,16977,4.808932335
40,25243,1.879160232
40,24109,5.572473298
10,19556,5.263995203
40,5505,4.811929067
30,25799,4.071307796
50,19406,1.455628518
30,7300,2.888556145
40,8763,1.551415176
50,24317,3.071266163
60,8561,5.003563069
30,4694,5.322260039
10,22346,4.956523407
